Timestamp,Location_Lat,Location_Long,Crowd_Density,Movement_Speed,Activity_Type,Weather_Conditions,Temperature,Sound_Level_dB,AR_System_Interaction,Fatigue_Level,Stress_Level,Queue_Time_minutes,Health_Condition,Age_Group,Nationality,Transport_Mode,Waiting_Time_for_Transport,Security_Checkpoint_Wait_Time,Emergency_Event,Incident_Type,Crowd_Morale,Pilgrim_Experience,Interaction_Frequency,Distance_Between_People_m,Event_Type,Time_Spent_at_Location_minutes,AR_Navigation_Success,Satisfaction_Rating,Perceived_Safety_Rating
2024-08-30 20:18:11,21.36985,39.86878,Low,0.32,Tawaf,Clear,37,83,Started,High,High,48,Heatstroke,31-50,Indonesian,Train,97,7,Yes,Medical Emergency,Negative,Experienced,8,0.55,Transport Delay,33,No,5,1
2024-06-16 01:06:31,21.349232,39.971719,Low,0.84,Prayer,Rainy,35,66,Started,High,High,0,Injured,31-50,Other,Train,116,14,No,Unruly Behavior,Neutral,Experienced,10,2.34,Medical Emergency,86,Yes,1,5
2024-02-06 02:03:21,21.394187,39.89303,Medium,0.56,Resting,Cloudy,45,80,Completed,High,High,34,Normal,70+,Indian,Car,34,10,No,Security Breach,Neutral,First-Time,4,1.1,Transport Delay,50,No,1,4
2024-05-07 07:24:23,21.389473,39.857763,Medium,0.37,Sa’i,Rainy,38,85,In Progress,Medium,Medium,48,Fainting,51-70,Saudi,Walking,68,6,Yes,Security Breach,Negative,First-Time,9,1.85,Crowd Congestion,45,No,3,5
2024-04-15 15:35:18,21.27422,39.856884,Medium,0.28,Walking,Clear,37,88,Completed,High,Low,41,Heatstroke,70+,Saudi,Bus,29,24,No,Theft,Negative,First-Time,10,0.71,Transport Delay,84,Yes,4,5
2024-12-20 15:00:02,21.369372,39.920986,High,0.61,Prayer,Clear,42,81,Started,Low,Medium,40,Dehydration,31-50,Indian,Car,105,12,No,Theft,Negative,Experienced,9,2.39,Transport Delay,101,No,5,2
2024-04-16 20:04:04,21.23351,39.95386,Medium,0.39,Sa’i,Cloudy,42,88,Completed,Low,Low,48,Heatstroke,18-30,Indian,Walking,107,18,Yes,Theft,Neutral,Experienced,3,0.63,Religious Activity,99,Yes,1,5
2024-06-27 00:28:40,21.261938,39.99841,Low,1.26,Resting,Clear,39,75,Completed,Medium,High,11,Fainting,51-70,Pakistani,Train,53,8,No,Security Breach,Negative,Experienced,2,0.66,Medical Emergency,25,Yes,1,4
2024-08-12 03:53:50,21.214537,39.864168,Medium,1.19,Sa’i,Cloudy,43,60,Completed,High,Low,29,Injured,70+,Egyptian,Car,118,26,Yes,Theft,Negative,First-Time,2,1.0,Medical Emergency,67,Yes,3,4
2024-09-19 19:15:30,21.265314,39.865475,Medium,1.48,Sa’i,Rainy,40,65,Completed,High,Low,45,Normal,51-70,Pakistani,Car,86,27,No,Theft,Negative,First-Time,2,1.43,Transport Delay,21,No,5,3
2024-08-13 23:52:16,21.296948,39.917133,High,1.1,Resting,Rainy,38,60,Completed,High,High,41,Normal,31-50,Indian,Train,114,14,Yes,Medical Emergency,Positive,First-Time,4,1.51,Religious Activity,52,No,1,3
2024-10-07 08:05:36,21.251284,39.826721,High,0.45,Tawaf,Rainy,42,66,Completed,Medium,Low,51,Fainting,51-70,Pakistani,Train,87,22,Yes,Medical Emergency,Negative,Experienced,9,1.07,Medical Emergency,65,Yes,4,5
2024-11-08 18:18:50,21.258374,39.8323,Low,0.51,Sa’i,Rainy,32,69,In Progress,Medium,Medium,52,Injured,18-30,Egyptian,Train,39,5,No,Lost Item,Negative,First-Time,1,2.49,Religious Activity,78,No,3,5
2024-12-21 14:10:08,21.317813,39.969701,Medium,1.36,Resting,Clear,44,89,Started,High,High,50,Dehydration,51-70,Pakistani,Walking,48,14,No,Security Breach,Negative,Experienced,0,0.67,Medical Emergency,34,Yes,2,3
2024-09-28 00:38:30,21.394411,39.993538,Medium,1.11,Resting,Clear,36,83,Completed,Medium,High,47,Injured,70+,Indonesian,Car,102,26,No,Lost Item,Negative,First-Time,0,1.82,Religious Activity,28,No,3,4
2024-12-12 00:41:04,21.381445,39.931539,Low,0.41,Sa’i,Rainy,36,86,Started,Low,Low,30,Injured,31-50,Indonesian,Walking,2,17,No,Security Breach,Positive,First-Time,2,1.2,Transport Delay,88,No,1,1
2024-05-26 03:22:41,21.344066,39.99131,High,0.5,Walking,Cloudy,43,84,Started,High,Low,22,Injured,18-30,Indian,Bus,88,5,No,Theft,Negative,First-Time,8,1.03,Religious Activity,66,No,3,3
2024-09-16 18:51:17,21.221596,39.871987,Medium,0.66,Walking,Cloudy,30,82,Started,High,Low,26,Injured,18-30,Saudi,Walking,92,25,Yes,Theft,Negative,First-Time,2,2.2,Medical Emergency,101,Yes,4,5
2024-04-28 15:07:14,21.385862,39.947681,High,1.39,Sa’i,Cloudy,42,87,Started,Medium,High,28,Injured,31-50,Indian,Car,61,21,No,Theft,Positive,Experienced,2,1.93,Crowd Congestion,71,Yes,5,5
2024-06-07 05:54:05,21.219255,39.915363,High,0.95,Tawaf,Clear,37,68,Completed,Low,High,40,Heatstroke,31-50,Indian,Walking,89,10,Yes,Medical Emergency,Positive,First-Time,0,1.46,Religious Activity,90,No,4,5
2024-06-27 00:18:53,21.230183,39.942297,High,1.13,Walking,Cloudy,35,64,In Progress,Low,Medium,35,Injured,31-50,Saudi,Car,62,17,Yes,Unruly Behavior,Positive,Experienced,1,1.52,Transport Delay,111,Yes,4,5
2024-08-19 16:00:45,21.338461,39.938376,Medium,1.18,Prayer,Rainy,36,88,Completed,High,Low,53,Injured,31-50,Egyptian,Bus,47,29,No,Lost Item,Positive,Experienced,2,2.46,Medical Emergency,44,Yes,4,1
2024-07-17 11:05:55,21.368844,39.920608,Low,1.38,Sa’i,Clear,33,86,Completed,High,Low,11,Heatstroke,51-70,Saudi,Walking,34,14,Yes,Lost Item,Neutral,First-Time,10,2.47,Crowd Congestion,41,No,4,5
2024-12-17 21:24:19,21.33358,39.993269,Low,0.33,Tawaf,Clear,40,81,In Progress,Medium,High,25,Injured,31-50,Saudi,Bus,62,17,No,Theft,Positive,First-Time,9,0.9,Religious Activity,118,No,3,5
2024-09-04 01:57:11,21.239161,39.85786,Low,0.56,Resting,Clear,39,84,Started,Low,Low,5,Injured,18-30,Other,Train,30,21,Yes,Medical Emergency,Positive,First-Time,2,2.2,Medical Emergency,68,Yes,1,5
2024-11-14 19:41:29,21.311783,39.965443,High,0.31,Walking,Cloudy,43,65,Completed,Medium,Medium,4,Injured,70+,Indian,Car,98,7,Yes,Theft,Neutral,Experienced,0,2.3,Crowd Congestion,80,Yes,1,5
2024-06-17 23:50:03,21.252361,39.968544,Medium,1.18,Prayer,Cloudy,31,70,Completed,Low,Low,12,Normal,51-70,Pakistani,Train,107,12,No,Lost Item,Neutral,First-Time,1,0.72,Crowd Congestion,63,Yes,1,5
2024-07-03 12:28:35,21.261863,39.912045,High,1.03,Sa’i,Clear,39,66,Completed,High,Medium,47,Fainting,51-70,Egyptian,Train,93,15,No,Unruly Behavior,Positive,First-Time,7,2.16,Religious Activity,46,Yes,4,3
2024-08-15 01:15:17,21.380698,39.993865,Low,0.21,Prayer,Clear,45,88,In Progress,High,Low,11,Dehydration,51-70,Pakistani,Train,111,5,No,Lost Item,Positive,First-Time,1,1.17,Religious Activity,120,Yes,2,1
2024-11-01 13:13:13,21.348608,39.986725,Low,0.64,Walking,Rainy,44,69,In Progress,Medium,High,23,Fainting,51-70,Indian,Train,22,9,No,Unruly Behavior,Positive,First-Time,8,2.35,Medical Emergency,83,No,3,4
2024-10-22 00:17:13,21.319774,39.802877,Low,1.13,Resting,Clear,35,68,Started,Medium,Low,53,Injured,70+,Other,Bus,68,11,Yes,Security Breach,Neutral,First-Time,4,1.36,Religious Activity,51,Yes,2,2
2024-03-11 16:07:39,21.252325,39.895941,Medium,0.99,Walking,Cloudy,42,89,In Progress,High,Medium,52,Fainting,70+,Pakistani,Walking,21,24,Yes,Unruly Behavior,Negative,First-Time,2,1.68,Crowd Congestion,58,Yes,1,2
2024-10-22 22:54:48,21.208994,39.833789,High,0.56,Sa’i,Clear,42,70,In Progress,Low,High,7,Heatstroke,18-30,Egyptian,Bus,97,13,No,Unruly Behavior,Negative,First-Time,1,2.36,Medical Emergency,69,No,3,5
2024-08-27 17:02:27,21.326506,39.89373,High,0.32,Resting,Clear,38,79,In Progress,Medium,High,38,Heatstroke,70+,Saudi,Walking,19,10,Yes,Unruly Behavior,Neutral,First-Time,3,0.51,Medical Emergency,108,Yes,2,3
2024-01-16 11:00:54,21.259309,39.823386,Medium,1.35,Sa’i,Clear,42,74,Started,Medium,Low,2,Heatstroke,51-70,Indian,Car,105,21,Yes,Theft,Neutral,Experienced,6,1.76,Crowd Congestion,117,No,5,1
2024-04-14 07:03:07,21.274813,39.932434,Medium,0.92,Walking,Rainy,44,84,In Progress,High,Low,51,Fainting,70+,Indonesian,Walking,42,20,Yes,Theft,Neutral,Experienced,6,1.25,Transport Delay,44,No,5,3
2024-03-19 22:45:06,21.357386,39.826307,Low,1.16,Tawaf,Cloudy,35,76,Started,Medium,Medium,41,Normal,70+,Other,Bus,68,8,Yes,Security Breach,Negative,Experienced,6,1.92,Transport Delay,20,Yes,3,4
2024-03-23 20:03:36,21.334745,39.884111,Medium,1.26,Resting,Cloudy,34,77,In Progress,Low,High,36,Injured,51-70,Saudi,Walking,116,16,No,Lost Item,Negative,First-Time,4,1.08,Religious Activity,61,No,2,4
2024-03-20 01:07:57,21.369373,39.943134,High,1.28,Resting,Clear,35,86,Started,Medium,Low,8,Heatstroke,51-70,Egyptian,Train,88,9,Yes,Medical Emergency,Negative,Experienced,8,2.0,Religious Activity,88,No,1,4
2024-05-17 01:56:19,21.251431,39.96451,High,0.46,Resting,Rainy,42,72,Started,Low,Medium,43,Dehydration,31-50,Egyptian,Walking,89,15,Yes,Lost Item,Positive,Experienced,1,1.87,Medical Emergency,114,Yes,4,5
2024-09-20 10:49:18,21.216074,39.998206,Medium,1.43,Resting,Cloudy,35,80,In Progress,Low,High,57,Injured,18-30,Indian,Walking,25,16,Yes,Theft,Negative,First-Time,2,2.03,Medical Emergency,43,No,5,1
2024-06-07 23:53:38,21.337459,39.89053,Medium,1.37,Walking,Cloudy,30,82,Completed,Low,Medium,13,Dehydration,18-30,Egyptian,Bus,94,26,Yes,Theft,Negative,First-Time,8,1.6,Religious Activity,86,Yes,1,4
2024-11-24 09:01:02,21.381209,39.985352,Medium,1.15,Resting,Cloudy,33,70,In Progress,Low,Medium,37,Fainting,31-50,Other,Bus,57,16,No,Medical Emergency,Neutral,First-Time,4,2.42,Medical Emergency,17,No,2,3
2024-09-29 11:35:58,21.214626,39.801206,Medium,1.47,Tawaf,Rainy,36,81,Started,Medium,Low,31,Dehydration,51-70,Saudi,Walking,10,26,No,Theft,Positive,Experienced,2,2.36,Transport Delay,118,No,5,1
2024-08-14 04:50:58,21.212814,39.919602,High,0.48,Walking,Clear,32,74,Started,High,Low,10,Injured,18-30,Other,Car,111,16,Yes,Security Breach,Neutral,Experienced,0,1.41,Religious Activity,75,Yes,4,4
2024-08-15 12:51:24,21.216173,39.954094,High,0.84,Resting,Cloudy,39,70,In Progress,High,Low,24,Fainting,18-30,Saudi,Car,24,27,Yes,Lost Item,Positive,Experienced,3,1.69,Medical Emergency,61,Yes,4,4
2024-05-11 07:11:28,21.302245,39.98395,Low,1.39,Prayer,Clear,39,62,Started,Medium,Medium,2,Injured,70+,Saudi,Car,38,28,Yes,Medical Emergency,Neutral,Experienced,1,1.51,Crowd Congestion,94,Yes,2,5
2024-03-22 13:55:48,21.305566,39.952825,High,1.48,Sa’i,Clear,45,76,Started,Medium,High,46,Heatstroke,51-70,Saudi,Car,119,18,No,Lost Item,Negative,Experienced,0,0.61,Transport Delay,54,No,5,4
2024-09-06 07:32:27,21.284051,39.896381,Medium,1.0,Walking,Cloudy,33,64,Completed,Low,High,17,Dehydration,31-50,Pakistani,Bus,113,14,Yes,Lost Item,Neutral,Experienced,0,1.94,Medical Emergency,33,No,3,2
2024-09-22 23:03:01,21.320012,39.807719,High,0.22,Resting,Cloudy,31,76,Started,Low,Low,10,Heatstroke,31-50,Indonesian,Train,106,17,Yes,Medical Emergency,Positive,Experienced,5,2.31,Religious Activity,84,Yes,1,4
2024-03-07 11:34:59,21.364639,39.804442,Medium,0.71,Prayer,Clear,34,77,Started,High,Medium,26,Dehydration,31-50,Other,Car,8,15,Yes,Security Breach,Negative,First-Time,6,1.65,Crowd Congestion,27,Yes,3,3
2024-03-03 12:59:48,21.337335,39.930138,Low,0.89,Walking,Clear,31,68,Completed,High,Medium,6,Dehydration,51-70,Egyptian,Bus,55,22,Yes,Theft,Positive,First-Time,10,1.87,Transport Delay,100,Yes,2,1
2024-11-12 14:47:08,21.321292,39.975286,Medium,0.5,Resting,Cloudy,36,84,Completed,Medium,Medium,30,Normal,70+,Saudi,Train,16,17,No,Medical Emergency,Negative,Experienced,6,0.59,Medical Emergency,77,Yes,2,5
2024-10-17 11:21:43,21.225823,39.843743,Low,1.36,Tawaf,Clear,33,64,Started,Low,Medium,53,Dehydration,31-50,Other,Train,19,6,No,Lost Item,Negative,First-Time,9,2.15,Religious Activity,89,No,3,1
2024-02-15 23:49:22,21.257149,39.824232,Low,0.66,Tawaf,Clear,32,84,Completed,High,Low,7,Injured,31-50,Indian,Walking,17,19,Yes,Medical Emergency,Neutral,Experienced,8,1.85,Crowd Congestion,116,Yes,4,3
2024-03-10 06:08:33,21.337816,39.981322,Low,1.12,Walking,Clear,45,88,Started,High,Low,30,Fainting,31-50,Other,Walking,117,19,Yes,Theft,Negative,First-Time,5,0.73,Medical Emergency,112,Yes,2,4
2024-01-21 19:59:53,21.262297,39.845201,Medium,0.72,Prayer,Rainy,36,71,In Progress,High,High,1,Injured,31-50,Other,Train,99,11,No,Unruly Behavior,Neutral,Experienced,10,0.96,Transport Delay,90,No,2,5
2024-04-15 07:41:32,21.305519,39.829028,High,1.4,Sa’i,Clear,42,72,Started,Medium,Low,47,Dehydration,18-30,Saudi,Walking,116,27,No,Medical Emergency,Positive,Experienced,4,1.66,Medical Emergency,57,Yes,4,2
2024-02-10 00:25:47,21.277201,39.9402,Low,1.2,Sa’i,Rainy,44,64,Completed,Medium,Low,39,Dehydration,70+,Egyptian,Train,59,14,Yes,Medical Emergency,Positive,First-Time,10,1.94,Medical Emergency,84,No,3,4
2024-02-10 13:09:38,21.398493,39.902054,Low,1.03,Sa’i,Rainy,37,68,Completed,Low,High,43,Injured,18-30,Other,Train,26,29,Yes,Theft,Positive,Experienced,8,0.76,Medical Emergency,66,No,5,5
2024-03-27 12:07:25,21.2149,39.82794,High,1.07,Resting,Clear,38,83,Started,Medium,Medium,20,Normal,18-30,Indian,Walking,92,16,No,Theft,Neutral,First-Time,7,1.57,Religious Activity,47,No,1,1
2024-12-09 17:08:59,21.368805,39.917384,Low,0.93,Walking,Clear,32,65,Started,Medium,High,30,Heatstroke,70+,Indian,Train,87,30,No,Medical Emergency,Positive,Experienced,3,2.1,Medical Emergency,34,No,3,2
2024-12-01 15:13:22,21.235924,39.94151,High,0.63,Sa’i,Clear,40,80,Started,High,High,1,Fainting,70+,Other,Bus,116,25,No,Security Breach,Neutral,Experienced,7,2.38,Transport Delay,71,No,4,2
2024-12-08 14:10:09,21.310746,39.833985,Medium,0.93,Prayer,Rainy,36,74,Completed,Medium,High,33,Fainting,70+,Saudi,Car,44,18,No,Security Breach,Negative,Experienced,5,1.69,Religious Activity,83,No,5,3
2024-10-29 02:00:54,21.230032,39.995476,High,0.55,Tawaf,Clear,42,80,In Progress,Medium,Medium,37,Injured,51-70,Pakistani,Car,32,16,No,Theft,Neutral,Experienced,1,1.22,Medical Emergency,75,No,5,1
2024-03-09 19:12:53,21.266664,39.809645,Low,0.81,Resting,Cloudy,30,79,In Progress,Medium,Low,9,Normal,18-30,Pakistani,Bus,14,7,No,Medical Emergency,Positive,First-Time,10,2.0,Religious Activity,21,Yes,2,1
2024-02-29 11:04:38,21.225483,39.910543,High,0.81,Sa’i,Rainy,31,67,Started,Medium,High,7,Fainting,70+,Egyptian,Walking,49,9,Yes,Unruly Behavior,Negative,First-Time,9,1.81,Religious Activity,63,Yes,3,2
2024-02-08 19:03:39,21.21228,39.917431,Low,0.96,Walking,Clear,43,67,Completed,Medium,High,5,Fainting,18-30,Other,Car,75,17,Yes,Theft,Neutral,First-Time,3,1.43,Medical Emergency,18,Yes,3,4
2024-06-17 02:09:16,21.307531,39.917385,High,0.71,Tawaf,Rainy,42,83,In Progress,Low,High,49,Dehydration,18-30,Other,Car,24,17,Yes,Security Breach,Positive,Experienced,8,0.98,Religious Activity,20,Yes,3,3
2024-03-21 22:39:45,21.281508,39.80448,Medium,0.34,Sa’i,Rainy,41,89,Started,Low,Low,38,Dehydration,51-70,Pakistani,Train,14,12,Yes,Medical Emergency,Positive,First-Time,4,1.86,Religious Activity,23,No,1,4
2024-08-03 22:40:08,21.270368,39.93973,High,1.24,Tawaf,Clear,33,63,Started,Low,High,0,Injured,31-50,Saudi,Car,23,12,No,Medical Emergency,Negative,Experienced,0,0.94,Crowd Congestion,65,Yes,5,4
2024-02-05 20:36:29,21.265658,39.808607,Medium,0.72,Prayer,Rainy,43,68,Started,High,Medium,57,Dehydration,70+,Egyptian,Car,29,28,Yes,Theft,Negative,First-Time,10,2.48,Crowd Congestion,112,Yes,2,1
2024-06-23 07:29:25,21.36285,39.813779,Low,0.26,Prayer,Cloudy,38,63,In Progress,Medium,Low,27,Fainting,70+,Egyptian,Walking,8,10,No,Theft,Neutral,Experienced,2,1.53,Crowd Congestion,55,Yes,2,3
2024-02-09 20:01:51,21.309421,39.904245,Low,1.32,Prayer,Rainy,37,84,Started,Medium,Low,8,Fainting,31-50,Egyptian,Bus,41,25,Yes,Theft,Neutral,Experienced,1,1.78,Medical Emergency,20,No,3,1
2024-10-25 21:26:35,21.273901,39.90274,Low,0.71,Walking,Rainy,31,80,Completed,High,Low,24,Normal,18-30,Egyptian,Car,111,17,Yes,Security Breach,Neutral,Experienced,1,1.38,Crowd Congestion,40,No,5,1
2024-06-15 14:32:26,21.334534,39.924941,Low,0.9,Sa’i,Rainy,35,79,Started,High,Medium,12,Injured,31-50,Egyptian,Walking,11,21,Yes,Theft,Positive,First-Time,1,1.35,Medical Emergency,115,Yes,3,2
2024-04-07 13:26:31,21.298897,39.960923,Low,0.26,Walking,Cloudy,37,90,In Progress,Low,Low,19,Injured,18-30,Other,Car,114,20,Yes,Theft,Negative,Experienced,1,1.73,Transport Delay,45,Yes,4,2
2024-01-24 13:55:54,21.270451,39.978569,Medium,0.6,Resting,Clear,44,90,In Progress,High,High,17,Dehydration,51-70,Indian,Train,30,21,No,Theft,Positive,Experienced,7,1.54,Transport Delay,40,No,2,5
2024-12-20 01:16:24,21.236811,39.817719,Medium,0.87,Resting,Clear,31,73,Completed,High,Medium,0,Injured,51-70,Pakistani,Walking,78,16,No,Medical Emergency,Positive,First-Time,4,1.86,Crowd Congestion,54,Yes,5,5
2024-08-24 02:39:12,21.396984,39.840175,High,0.84,Sa’i,Clear,39,84,Completed,Medium,Medium,59,Fainting,18-30,Pakistani,Bus,20,21,Yes,Security Breach,Negative,Experienced,1,1.96,Religious Activity,83,Yes,1,3
2024-01-08 21:48:55,21.283111,39.890632,High,0.33,Resting,Cloudy,42,88,Completed,High,High,40,Heatstroke,18-30,Indonesian,Train,27,21,No,Medical Emergency,Positive,First-Time,0,2.04,Medical Emergency,63,No,4,4
2024-10-01 13:41:33,21.211059,39.862098,Low,0.66,Tawaf,Cloudy,40,74,In Progress,Low,Medium,5,Injured,70+,Indonesian,Car,80,9,Yes,Theft,Positive,First-Time,9,2.06,Crowd Congestion,14,No,2,4
2024-12-10 21:30:47,21.364029,39.845674,Low,1.22,Sa’i,Cloudy,34,78,In Progress,Medium,Medium,47,Dehydration,70+,Saudi,Walking,71,24,No,Theft,Negative,Experienced,3,1.89,Religious Activity,64,No,5,2
2024-06-11 20:22:13,21.356554,39.981648,Low,1.46,Walking,Rainy,42,89,In Progress,Low,Low,58,Heatstroke,70+,Indian,Walking,38,14,No,Security Breach,Negative,Experienced,0,1.54,Medical Emergency,29,No,2,2
2024-12-09 08:43:16,21.398375,39.867433,High,0.76,Sa’i,Rainy,41,82,Started,Low,Low,40,Normal,51-70,Saudi,Car,119,19,Yes,Lost Item,Positive,Experienced,4,1.39,Transport Delay,77,No,5,2
